Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական,Աշակերտներ / Սեռ  / Արական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Լոռի,Ստեփանավան / Ուռուտ,գ. Ուռուտի մ/դ,62,- չունի -,- չունի -,61,1,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ուրասար,գ. Ուրասարի հմ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Ուրցաձոր,գ. Ուրծաձորի մ/դ,213,- չունի -,- չունի -,201,12,- չունի -,- չունի -
Տավուշ,Տավուշ / Չինարի,գ. Չինարիի մ/դ,43,- չունի -,- չունի -,39,3,1,- չունի -
Տավուշ,Տավուշ / Չինչին,գ. Չինչինի մ/դ,21,- չունի -,- չունի -,21,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Արենի / Չիվա,գ. Չիվայի մ/դ,26,- չունի -,- չունի -,26,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Չկալով,գ. Չկալովի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Սևան / Չկալովկա,գ. Չկալովկաի մ/դ,38,- չունի -,- չունի -,38,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Չորաթան,գ. Չորաթանի մ/դ,39,- չունի -,- չունի -,39,- չունի -,- չունի -,- չունի -
Արագածոտն,Ապարան / Չքնաղ,գ. Չքնաղի հմ/դ,11,- չունի -,- չունի -,11,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Պ. Սևակ,գ. Պ.Սևակի մ/դ,56,- չունի -,- չունի -,55,1,- չունի -,- չունի -
Տավուշ,Տավուշ / Պառավաքար,գ. Պառավաքարի մ/դ,86,- չունի -,- չունի -,86,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Պարտիզակ,գ. Պարտիզակի մ/դ,46,- չունի -,- չունի -,45,1,- չունի -,- չունի -
Շիրակ,Արթիկ / Պեմզաշեն,գ. Պեմզաշենի մ/դ,191,- չունի -,- չունի -,190,1,- չունի -,- չունի -
Լոռի,Ստեփանավան / Պուշկինո,գ. Պուշկինոյի հմ/դ,26,4,- չունի -,21,1,- չունի -,- չունի -
Կոտայք,Նաիրի / Պռոշյան,գ. Պռոշյանի Պ.Ղևոնդյանի անվ. մ/դ,395,- չունի -,- չունի -,370,25,- չունի -,- չունի -
Կոտայք,Աբովյան / Պտղնի,գ. Պտղնիի մ/դ,82,- չունի -,- չունի -,77,5,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Պտղունք,գ. Պտղունքի Տիգրան Մեծի անվ. մ/դ,127,- չունի -,- չունի -,123,4,- չունի -,- չունի -
Լոռի,Տաշիր / Պրիվոլնոյե,գ. Պրիվոլնոյեյի մ/դ,45,- չունի -,- չունի -,45,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Ջաղացաձոր,գ. Ջաղացաձորի մ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Ջամշլու,գ. Ջամշլուի հմ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Ջանֆիդա,գ. Ջանֆիդայի Էդ.Դաշտոյանի անվ. մ/դ,194,- չունի -,- չունի -,191,3,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ջաջուռ կայարան,գ. Ջաջուռ կայարանի տ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ջաջուռ,գ. Ջաջուռի մ/դ,52,- չունի -,- չունի -,52,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ջիլիզայի,գ. Ջիլիզայի մ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Ջուջևան,գ. Ջուջևանի մ/դ,31,- չունի -,- չունի -,27,4,- չունի -,- չունի -
Կոտայք,Աբովյան / Ջրաբեր,գ. Ջրաբերի մ/դ,26,- չունի -,- չունի -,24,2,- չունի -,- չունի -
Արարատ,Մասիս / Ջրահովիտ,գ. Ջրահովտի մ/դ,73,1,- չունի -,67,5,- չունի -,- չունի -
Շիրակ,Ամասիա / Ջրաձոր,գ. Ջրաձորի մ/դ,16,- չունի -,- չունի -,16,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Ջրաշեն,գ. Ջրաշենի մ/դ,273,- չունի -,- չունի -,271,2,- չունի -,- չունի -
Արարատ,Արտաշատ / Ջրաշեն,գ. Ջրաշենի մ/դ,87,- չունի -,- չունի -,77,10,- չունի -,- չունի -
Արմավիր,Արմավիր / Ջրաշեն,գ. Ջրաշենի մ/դ,75,- չունի -,- չունի -,75,- չունի -,- չունի -,- չունի -
Արմավիր,Արաքս / Ջրառատ,գ. Ջրառատի Թ.Խաչատրյանի անվ. մ/դ,199,- չունի -,- չունի -,190,9,- չունի -,- չունի -
Կոտայք,Հրազդան / Ջրառատ,գ. Ջրառատի մ/դ,52,- չունի -,- չունի -,42,10,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ջրառատ,գ. Ջրառատի մ/դ,43,- չունի -,- չունի -,43,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Ջրարբի,գ. Ջրարբիի մ/դ,139,2,- չունի -,132,5,- չունի -,- չունի -
Շիրակ,Անի / Ջրափի,գ. Ջրափիի մ/դ,43,- չունի -,- չունի -,41,2,- չունի -,- չունի -
Կոտայք,Աբովյան / Ջրվեժ,գ. Ջրվեժի մ/դ,668,3,- չունի -,619,46,- չունի -,- չունի -
Արարատ,Մասիս / Ռանչպար,գ. Ռանչպարի մ/դ,103,- չունի -,- չունի -,76,27,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Ռինդ,գ. Ռինդի մ/դ,93,- չունի -,- չունի -,93,- չունի -,- չունի -,- չունի -
Արագածոտն,Ալագյազ / Ռյա թազա,գ. Ռյա Թազայի մ/դ,35,- չունի -,- չունի -,35,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Սադունց,գ. Սադունցի Ս.Մուրադովի անվ. հմ/դ,19,- չունի -,- չունի -,19,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Սալլի,գ. Սալիի հմ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Սյունիք,Սիսիան / Սալվարդ,գ. Սալվարդի հմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Սայաթ-Նովա,գ. Սայաթ-Նովայի մ/դ,227,- չունի -,- չունի -,200,27,- չունի -,- չունի -
Սյունիք,Սիսիան / Սառնակունք,գ. Սառնակունքի մ/դ,26,- չունի -,- չունի -,26,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Սառնաղբյուր,գ. Սառնաղբյուրի մ/դ,267,- չունի -,- չունի -,266,1,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Սասունիկ,գ. Սասունիկի մ/դ,218,- չունի -,- չունի -,199,19,- չունի -,- չունի -
Շիրակ,Աշոցք / Սարագյուղ,գ. Սարագյուղի հմ/դ,1,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Սարալանջ,գ. Սարալանջի hմ/դ,3,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Արագածոտն,Ապարան / Սարալանջ,գ. Սարալանջի հմ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Կոտայք,Նաիրի / Սարալանջ,գ. Սարալանջի հմ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Սարալանջ,գ. Սարալանջի մ/դ,62,1,- չունի -,61,- չունի -,- չունի -,- չունի -
Շիրակ,Անի / Սարակապ,գ. Սարակապի մ/դ,36,- չունի -,- չունի -,36,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Սարահարթ,գ. Սարահարթի մ/դ,56,- չունի -,- չունի -,56,- չունի -,- չունի -,- չունի -
Լոռի,Սպիտակ / Սարամեջ,գ. Սարամեջի Մ. Ֆարմանյանի մ/դ,76,- չունի -,- չունի -,76,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Սարավան,գ. Սարավանի հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Սարատակ,գ. Սարատակի մ/դ,102,- չունի -,- չունի -,102,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Սարատովկա,գ. Սարատովկայի մ/դ,26,- չունի -,- չունի -,25,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Սարդարապատ,գ. Սարդարապատի մ/դ,357,2,- չունի -,349,6,- չունի -,- չունի -
Տավուշ,Իջևան / Սարիգյուղ,գ. Սարիգյուղի մ/դ,92,- չունի -,- չունի -,92,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Սարուխան,գ. Սարուխանի N2 մ/դ,139,- չունի -,- չունի -,139,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Սարուխան,գ. Սարուխանի Հայկազ Խաչատրյանի անվ. հ․ 3 մ/դ,58,1,- չունի -,57,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Սարուխան,գ. Սարուխանի հ․ 1 մ/դ,68,2,- չունի -,66,- չունի -,- չունի -,- չունի -
Լոռի,Տաշիր / Սարչապետ,գ. Սարչապետի մ/դ,93,- չունի -,- չունի -,86,7,- չունի -,- չունի -
Գեղարքունիք,Սևան / Սեմյոնովկա,գ. Սեմյոնովկայի հմ/դ,14,- չունի -,- չունի -,11,3,- չունի -,- չունի -
Վայոց Ձոր,Վայք / Սերս,գ. Սերսի հմ/դ,1,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Սիզավետ,գ. Սիզավետի մ/դ,8,- չունի -,- չունի -,8,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Սիսավան,գ. Սիսավանի մ/դ,191,1,- չունի -,187,3,- չունի -,- չունի -
Արարատ,Մասիս / Սիս,գ. Սիսի մ/դ,118,1,- չունի -,92,25,- չունի -,- չունի -
Արագածոտն,Արագած / Սիփան,գ. Սիփանի մ/դ,16,- չունի -,- չունի -,16,- չունի -,- չունի -,- չունի -
Արարատ,Մասիս / Սիփանիկ,գ. Սիփանիկի հմ/դ,62,- չունի -,- չունի -,57,5,- չունի -,- չունի -
Սյունիք,Կապան / Սյունիք,գ. Սյունիքի մ/դ,45,- չունի -,- չունի -,43,2,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Սոթք,գ. Սոթքի մ/դ,58,- չունի -,- չունի -,55,3,- չունի -,- չունի -
Կոտայք,Հրազդան / Սոլակ,գ. Սոլակի մ/դ,140,1,- չունի -,136,3,- չունի -,- չունի -
Արագածոտն,Թալին / Սորիկ,գ. Սորիկի հմ/դ,9,- չունի -,- չունի -,9,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Սուսեր,գ. Սուսերի մ/դ,19,- չունի -,- չունի -,19,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Սուրենավան,գ. Սուրենավանի մ/դ,202,1,- չունի -,190,11,- չունի -,- չունի -
Սյունիք,Սիսիան / Սպանդարյան,գ. Սպանդարյանի մ/դ,17,- չունի -,- չունի -,17,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Սպանդարյան,գ. Սպանդարյանի Վիտյա Այվազյանի անվ. մ/դ,78,- չունի -,- չունի -,78,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Սվարանց,գ. Սվարանցի մ/դ,8,- չունի -,- չունի -,7,1,- չունի -,- չունի -
Լոռի,Ստեփանավան / Սվերդլով,գ. Սվերդլովի մ/դ,62,- չունի -,- չունի -,62,- չունի -,- չունի -,- չունի -
Կոտայք,Աբովյան / Սևաբերդ,գ. Սևաբերդի մ/դ,5,- չունի -,- չունի -,5,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Սևքար,գ. Սևքարի մ/դ,129,1,- չունի -,122,6,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Վերին Գետաշեն,գ. Վ. Գետաշենի հ․ 2 մ/դ,109,- չունի -,- չունի -,107,1,1,- չունի -
Գեղարքունիք,Մարտունի / Վերին Գետաշեն,գ. Վ. Գետաշենի հ․1 մ/դ,96,- չունի -,- չունի -,96,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Ծաղկավան,գ. Վ. Ծաղկավանի մ/դ,46,- չունի -,- չունի -,46,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Վերին Արտաշատ,գ. Վ.Արտաշատի մ/դ,342,- չունի -,- չունի -,336,6,- չունի -,- չունի -
Արարատ,Վերին դվին / Վերին Դվին,գ. Վ.Դվինի մ/դ,173,3,1,166,3,- չունի -,- չունի -
Տավուշ,Տավուշ / Վ. Կ. Աղբյուր,գ. Վ.Կ.Աղբյուրի մ/դ,68,- չունի -,- չունի -,67,1,- չունի -,- չունի -
Տավուշ,Իջևան / Վազաշեն,գ. Վազաշենի մ/դ,29,- չունի -,- չունի -,29,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Վահագնաձոր,գ. Վահագնաձորի հմ/դ,11,- չունի -,- չունի -,11,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Վահագնի,գ. Վահագնի մ/դ,27,1,- չունի -,25,1,- չունի -,- չունի -
Գեղարքունիք,Ճամբարակ / Վահան,գ. Վահանի մ/դ,58,- չունի -,- չունի -,57,1,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Վաղաշեն,գ. Վաղաշենի մ/դ,220,- չունի -,- չունի -,215,5,- չունի -,- չունի -
Սյունիք,Սիսիան / Վաղատին,գ. Վաղատինի մ/դ,10,- չունի -,- չունի -,10,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Վաղատուր,գ. Վաղատուրի մ/դ,25,- չունի -,- չունի -,24,1,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Վանանդ,գ. Վանանդի մ/դ,114,- չունի -,- չունի -,114,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Վանաշեն,գ. Վանաշենի մ/դ,137,- չունի -,- չունի -,131,6,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Վանևան,գ. Վանևանի մ/դ,59,- չունի -,- չունի -,59,- չունի -,- չունի -,- չունի -
Տավուշ,Տավուշ / Վարագավան,գ. Վարագավանի մ/դ,30,- չունի -,- չունի -,30,- չունի -,- չունի -,- չունի -
Արագածոտն,Արագած / Վարդաբլուր,գ. Վարդաբլուրի Խ.Աբովյանի անվ. մ/դ,11,- չունի -,- չունի -,11,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Վարդաբլուր,գ. Վարդաբլուրի մ/դ,78,1,- չունի -,72,5,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Վարդահովիտ,գ. Վարդահովիտի հմ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Վարդաձոր,գ. Վարդաձորի մ/դ,169,- չունի -,- չունի -,169,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Վարդանաշեն,գ. Վարդանաշենի Մ․ Մինասյանի անվ․ մ/դ,84,1,- չունի -,83,- չունի -,- չունի -,- չունի -
Սյունիք,Մեղրի / Վարդանիձոր,գ. Վարդանիձորի մ/դ,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Վարդաշեն,գ. Վարդաշենի մ/դ,238,- չունի -,- չունի -,230,8,- չունի -,- չունի -
Սյունիք,Կապան / Վարդավանք,գ. Վարդավանքի մ/դ,11,- չունի -,- չունի -,11,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Վարդաքար,գ. Վարդաքարի մ/դ,38,- չունի -,- չունի -,38,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Վարդենիկ,գ. Վարդենիկի Ռ. Հովհաննիսյանի թիվ 1 հմ./դ,74,- չունի -,- չունի -,74,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Վարդենիկ,գ. Վարդենիկի Ա.Օհանյանի անվ. թիվ 2 հմ/դ,145,2,- չունի -,143,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Մարտունի / Վարդենիկ,գ. Վարդենիկի կթհ ա/դ,182,- չունի -,- չունի -,181,1,- չունի -,- չունի -
Արագածոտն,Ապարան / Վարդենիս,գ. Վարդենիսի մ/դ,71,- չունի -,- չունի -,71,- չունի -,- չունի -,- չունի -
Արագածոտն,Ապարան / Վարդենուտ,գ. Վարդենուտի մ/դ,39,- չունի -,- չունի -,39,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Սևան / Վարսեր,գ. Վարսերի Ռ. Պետրոսյանի անվ. մ/դ,95,- չունի -,- չունի -,86,9,- չունի -,- չունի -
Արագածոտն,Թալին / Վերին Սասնաշեն,գ. Վերին Սասնաշենի Մ. Մանուկյանի անվ. հմ/դ,5,- չունի -,- չունի -,5,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Վերին Բազմաբերդ,գ. Վերին Բազմաբերդի հմ/դ,26,- չունի -,- չունի -,26,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Վերին Խոտանան,գ. Վերին Խոտանանի մ/դ,13,- չունի -,- չունի -,7,6,- չունի -,- չունի -
Կոտայք,Աբովյան / Վերին Պտղնի,գ. Վերին Պտղնիի մ/դ,96,3,- չունի -,84,9,- չունի -,- չունի -
Սյունիք,Գորիս / Վերիշեն,գ. Վերիշենի մ/դ,137,2,- չունի -,134,1,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Վերնաշեն,գ. Վերնաշենի մ/դ,41,- չունի -,- չունի -,41,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Տաթև,գ. Տաթևի Սուրեն Առաքելյանի անվ. մ/դ,23,- չունի -,- չունի -,23,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Տալվորիկ,գ. Տալվորիկի հմ/դ,14,- չունի -,- չունի -,13,1,- չունի -,- չունի -
Սյունիք,Կապան / Տանձավեր,գ. Տանձավերի մ/դ,2,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Տանձատափ,գ. Տանձատափի հմ/դ,3,- չունի -,- չունի -,2,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Տանձուտ,գ. Տանձուտի մ/դ,138,- չունի -,- չունի -,135,3,- չունի -,- չունի -
Տավուշ,Տավուշ / Տավուշ,գ. Տավուշի մ/դ,84,- չունի -,- չունի -,79,5,- չունի -,- չունի -
Սյունիք,Կապան / Տավրուս,գ. Տավրուսի մ/դ,6,- չունի -,- չունի -,6,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Տարոնիկ,գ. Տարոնիկի Գ. Գառնիկյանի անվ. մ/դ,160,1,- չունի -,145,14,- չունի -,- չունի -
Արարատ,Արարատ / Տափերական,գ. Տափերականի մ/դ,206,3,- չունի -,194,9,- չունի -,- չունի -
Սյունիք,Գորիս / Տեղ,գ. Տեղի թիվ 1 մ/դ,70,- չունի -,- չունի -,65,5,- չունի -,- չունի -
Սյունիք,Գորիս / Տեղ,գ. Տեղի թիվ 2 մ/դ,48,- չունի -,- չունի -,45,3,- չունի -,- չունի -
Սյունիք,Սիսիան / Տոլորս,գ. Տոլորսի մ/դ,35,- չունի -,- չունի -,34,1,- չունի -,- չունի -
Սյունիք,Սիսիան / Տորունիք,գ. Տորունիքի հմ/դ,4,- չունի -,- չունի -,4,- չունի -,- չունի -,- չունի -
Շիրակ,Արթիկ / Տուֆաշեն,գ. Տուֆաշենի մ/դ,27,- չունի -,- չունի -,27,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Տրետուք,գ. Տրետուքի մ/դ,13,- չունի -,- չունի -,13,- չունի -,- չունի -,- չունի -
Արագածոտն,Թալին / Ցամաքասար,գ. Ցամաքասարի հմ/դ,16,- չունի -,- չունի -,16,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Ցողամարգ,գ. Ցողամարգի մ/դ,41,- չունի -,- չունի -,41,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Փամբակ,գ. Փամբակի հմ/դ,19,- չունի -,- չունի -,19,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Փամբակ,գ. Փամբակի մ/դ,32,- չունի -,- չունի -,31,1,- չունի -,- չունի -
Շիրակ,Արթիկ / Փանիկ,գ. Փանիկի մ/դ,177,- չունի -,- չունի -,177,- չունի -,- չունի -,- չունի -
Արմավիր,Վաղարշապատ / Փարաքարի,գ. Փարաքարի մ/դ,233,2,- չունի -,224,7,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Փարպի,գ. Փարպիի Ղ.Փարպեցու անվ. մ/դ,114,3,- չունի -,103,8,- չունի -,- չունի -
Կոտայք,Հրազդան / Փյունիկ,գ. Փյունիկի մ/դ,25,- չունի -,- չունի -,25,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Փշատավան,գ. Փշատավանի մ/դ,168,- չունի -,- չունի -,165,3,- չունի -,- չունի -
Շիրակ,Արթիկ / Փոքր Մանթաշ,գ. Փոքր Մանթաշի մ/դ,116,- չունի -,- չունի -,115,- չունի -,1,- չունի -
Գեղարքունիք,Վարդենիս / Փոքր Մասրիկ,գ. Փոքր Մասրիկի մ/դ,46,- չունի -,- չունի -,46,- չունի -,- չունի -,- չունի -
Շիրակ,Աշոցք / Փոքր Սարիար,գ. Փոքր Սարիարի մ/դ,24,- չունի -,- չունի -,24,- չունի -,- չունի -,- չունի -
Արարատ,Վեդի / Փոքր վեդի,գ. Փոքր Վեդու մ/դ,220,1,- չունի -,214,5,- չունի -,- չունի -
Շիրակ,Ախուրյան / Փոքրաշեն,գ. Փոքրաշենի մ/դ,12,- չունի -,- չունի -,12,- չունի -,- չունի -,- չունի -
Կոտայք,Հրազդան / Քաղսի,գ. Քաղսի մ/դ,201,- չունի -,- չունի -,195,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Քաղցրաշեն,գ. Քաղցրաշենի Սամվել Գևորգյանի անվ. մ/դ,216,- չունի -,- չունի -,215,1,- չունի -,- չունի -
Կոտայք,Նաիրի / Քանաքեռավան,գ. Քանաքեռավանի մ/դ,260,1,1,252,6,- չունի -,- չունի -
Կոտայք,Նաիրի / Քասախ,գ. Քասախի N1 մ/դ,348,- չունի -,- չունի -,339,9,- չունի -,- չունի -
Կոտայք,Նաիրի / Քասախ,գ. Քասախի Ա.Հովհաննիսյանի անվ. թիվ 2 մ/դ,166,1,- չունի -,154,11,- չունի -,- չունի -
Շիրակ,Անի / Քարաբերդ,գ. Քարաբերդի մ/դ,75,- չունի -,- չունի -,75,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Քարագլուխ,գ. Քարագլխի մ/դ,40,- չունի -,- չունի -,40,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Քարակերտ,գ. Քարակերտի թիվ 1 մ/դ,107,- չունի -,- չունի -,107,- չունի -,- չունի -,- չունի -
Արմավիր,Բաղրամյան / Քարակերտ,գ. Քարակերտի թիվ 2 մ/դ,99,- չունի -,- չունի -,96,3,- չունի -,- չունի -
Սյունիք,Գորիս / Քարահունջ,գ. Քարահունջի մ/դ,63,- չունի -,- չունի -,62,1,- չունի -,- չունի -
Լոռի,Սպիտակ / Քարաձոր,գ. Քարաձոր հմ/դ,15,- չունի -,- չունի -,15,- չունի -,- չունի -,- չունի -
Կոտայք,Նաիրի / Քարաշամբ,գ. Քարաշամբի մ/դ,29,- չունի -,- չունի -,25,3,- չունի -,1
Սյունիք,Գորիս / Քարաշեն,գ. Քարաշենի մ/դ,32,- չունի -,- չունի -,31,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Քարինջ,գ. Քարինջի մ/դ,36,- չունի -,- չունի -,36,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Քեթի,գ. Քեթիի մ/դ,47,- չունի -,- չունի -,46,1,- չունի -,- չունի -
Արագածոտն,Ապարան / Քուչակ,գ. Քուչակի Մ. Նալբանդյանի մ/դ,115,- չունի -,- չունի -,113,2,- չունի -,- չունի -
Սյունիք,Կապան / Օխտար,գ. Օխտարի մ/դ,29,- չունի -,- չունի -,22,7,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Օհանավան,գ. Օհանավանի Ս.Ավետիսյանի անվ. մ/դ,186,- չունի -,- չունի -,186,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Օձուն,գ. Օձունի թիվ 2 մ/դ,109,1,- չունի -,104,4,- չունի -,- չունի -
Լոռի,Ալավերդի / Օձուն,գ. Օձունի Հ. Օձնեցու անվ. թիվ 1 մ/դ,126,- չունի -,- չունի -,126,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Օշական,գ. Օշականի Մ.Մաշտոցի անվ. մ/դ,202,- չունի -,- չունի -,180,22,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Օշական,գ. Օշականի Փ.Բաբկենյանի անվ. հմ/դ,22,- չունի -,- չունի -,19,3,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Օրգով,գ. Օրգովի մ/դ,30,- չունի -,- չունի -,28,2,- չունի -,- չունի -
