Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը,Օգտագործված են հետևյալ ֆիլտրերը
Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական,Աշակերտներ / Սեռ  / Իգական
Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected,Աշակերտներ / Որ երկրից է  / 6 items selected
Մարզ,Շրջան/համայնք,Դպրոց,Աշակերտներ,Որ երկրից է / Ռուսաստան,Որ երկրից է / ԱՄՆ,Որ երկրից է / Հայաստան,Որ երկրից է / Արցախ,Որ երկրից է / Ուկրաինա,Որ երկրից է / Ֆրանսիա
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Արևելյան դպրոց-պարտեզ",142,1,1,140,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Արևմտյան դպրոց-պարտեզ",107,4,- չունի -,102,1,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Հարավային դպրոց-պարտեզ",97,1,- չունի -,96,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Հյուսիսային դպրոց-պարտեզ",103,3,- չունի -,99,1,- չունի -,- չունի -
Երևան,Երևան / Մալաթիա,"ՀՀ ԿԳՆ «Երևանի «Մխիթար Սեբաստացի» կրթահամալիր» ՊՈԱԿ, Միջին դպրոց",308,1,- չունի -,303,3,1,- չունի -
Վայոց Ձոր,Վայք / Զեդեա,ՀՀ Վայոց ձորի մարզի Զեդեայի հմ/դ,5,- չունի -,- չունի -,5,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Ոսկեպար,ՀՀ Տավուշի մարզի Ոսկեպարի Հ.Բարսեղյանի անվան մ/դ ՊՈԱԿ,29,- չունի -,- չունի -,29,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Նոր Նորք,Հրանտ Մաթևոսյանի անվան հիմնական դպրոց,112,- չունի -,- չունի -,93,19,- չունի -,- չունի -
Սյունիք,Քաջարան / Ձագիկավան,Ձագիկավանի մ/դ,27,- չունի -,- չունի -,25,2,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,ՄՈՍԿՎԱՅԻ Մ.Վ. ԼՈՄՈՆՈՍՈՎԻ ԱՆՎԱՆ ՊԵՏԱԿԱՆ ՀԱՄԱԼՍԱՐԱՆԻ ՄԱՍՆԱՃՅՈՒՂԻՆ ԿԻՑ Ա.Հ. ԵՐԻՑՅԱՆԻ ԱՆՎԱՆ ՎԱՐԺԱՐԱՆ,122,45,1,73,2,1,- չունի -
Արագածոտն,Թալին / Ներքին Բազմաբերդ,Ներքին Բազմաբերդի Ե.Ասատրյանի անվան միջնակարգ դպրոց,64,- չունի -,- չունի -,61,3,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Նոյեմբերյան,Նոյեմբերյանի վարժարան,82,- չունի -,- չունի -,81,1,- չունի -,- չունի -
Արագածոտն,Թալին / Նոր Արթիկ,Նոր Արթիկի Ս.Արսենյանի անվան միջնակարգ դպրոց,14,- չունի -,- չունի -,14,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Արաբկիր,Ուսմունք դպրոց,179,34,- չունի -,142,2,1,- չունի -
Կոտայք,Հրազդան / Չարենցավան,Չարենցավան քաղաքի թիվ 2 հմ/դ,327,3,- չունի -,308,16,- չունի -,- չունի -
Երևան,Երևան / Քանաքեռ - Զեյթուն,Սպարտակ Մկրտչյանի անվ․ «Բյուրակն» գիտակրթական հիմնադրամ,45,- չունի -,1,44,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,Վ. Թեքեյանի անվ. Գյումրու թիվ 2 ավագ դպրոց,166,30,- չունի -,131,4,1,- չունի -
Շիրակ,Ախուրյան / Վահրամաբերդ,Վահրամաբերդի Հարություն Մկրտչյանի անվան միջնակարգ դպրոց,89,- չունի -,- չունի -,88,1,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի թիվ 2 հմ/դ,626,- չունի -,- չունի -,604,22,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի թիվ 4 ա/դ,260,7,1,231,21,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի թիվ 7 հմ/դ,432,7,- չունի -,335,89,- չունի -,1
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Խ.Աբովյանի անվ. թիվ 1 ա/դ,293,2,- չունի -,264,27,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Ն.Վանյանի անվ. թիվ 5 հմ/դ,476,29,- չունի -,426,21,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Ս․ Անտոնյանի անվան թիվ 8 հմ/դ,198,2,- չունի -,160,36,- չունի -,- չունի -
Կոտայք,Աբովյան / Աբովյան,ք. Աբովյանի Վ.Համբարձումյանի անվ. թիվ 10 հմ/դ,821,3,- չունի -,779,39,- չունի -,- չունի -
Սյունիք,Մեղրի / Ագարակ,ք. Ագարակի մ/դ,323,- չունի -,- չունի -,322,1,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Կ. Դոլինյանի անվ. N11 մ/դ,20,- չունի -,- չունի -,20,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ե.Չարենցի անվ. թիվ 9 մ/դ,45,- չունի -,- չունի -,45,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու թիվ 12 հմ/դ,158,- չունի -,- չունի -,151,7,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու թիվ 4 հմ/դ,66,- չունի -,- չունի -,66,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Հ.Թումանյանի անվ. թիվ 2 հմ/դ,120,- չունի -,- չունի -,118,1,- չունի -,1
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Մ.Թանդիլյանի անվ. թիվ 10 հմ/դ,36,- չունի -,- չունի -,34,2,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Մյասնիկյանի անվ. թիվ 7 մ/դ,43,- չունի -,- չունի -,43,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ս.Նովայի անվ. թիվ 8 ա/դ,48,- չունի -,- չունի -,48,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ս.Սպանդարյանի անվ. թիվ 1 հմ/դ,58,1,- չունի -,57,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ալավերդի,ք. Ալավերդու Ստ.Շահումյանի անվ. թիվ 5 ա/դ,57,- չունի -,- չունի -,57,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ախթալա,ք. Ախթալայի թիվ 1 մ/դ,56,1,- չունի -,55,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Ախթալա,ք. Ախթալայի թիվ 2 մ/դ,73,- չունի -,- չունի -,73,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Գր.Ղափանցյանի անվ. թիվ 4 հմ/դ,310,- չունի -,- չունի -,290,20,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Ն.Աշտարակեցու անվ. թիվ 1 հմ/դ,415,5,- չունի -,396,14,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Ն.Սիսակյանի անվ. թիվ 5 ա/դ,226,4,- չունի -,211,11,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Պ.Պռոշյանի անվ. թիվ 3 հմ/դ,53,- չունի -,- չունի -,41,12,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Ս.Շահազիզի անվ. թիվ 2 հմ/դ,174,6,- չունի -,166,2,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աշտարակ,ք. Աշտարակի Վ.Պետրոսյանի անվ. հմ/դ,222,1,- չունի -,204,17,- չունի -,- չունի -
Արագածոտն,Ապարան / Ապարան,ք. Ապարանի Հ. Ոսկանյանի անվան թիվ 2 հմ/դ,165,2,- չունի -,161,2,- չունի -,- չունի -
Արագածոտն,Ապարան / Ապարան,ք. Ապարանի Վ.Եղիազարյան անվ. թիվ 1 հմ/դ,138,- չունի -,- չունի -,133,5,- չունի -,- չունի -
Արագածոտն,Ապարան / Ապարան,ք. Ապարանի ֆիզմաթ ա/դ,115,- չունի -,- չունի -,112,3,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի N 5 մ/դ,190,- չունի -,- չունի -,168,22,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի ա/դ,111,1,- չունի -,107,3,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի թիվ 1 հմ/դ,190,- չունի -,- չունի -,188,2,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի թիվ 4 հմ/դ,359,1,- չունի -,347,10,1,- չունի -
Արարատ,Արարատ / Արարատ,ք. Արարատի Պ. Սևակի անվ. թիվ 2 հմ/դ,152,- չունի -,- չունի -,151,1,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 1 հմ/դ,246,2,1,241,2,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 2 հմ/դ,216,- չունի -,- չունի -,214,2,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 3 ա/դ,185,1,- չունի -,177,7,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 4 հմ/դ,162,1,- չունի -,156,5,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 5 հմ/դ,92,1,- չունի -,88,3,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 6 հմ/դ,105,- չունի -,- չունի -,104,1,- չունի -,- չունի -
Շիրակ,Արթիկ / Արթիկ,ք. Արթիկի թիվ 8 հմ/դ,61,1,- չունի -,50,10,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի «Տիգրան Մեծի» անվ. ռազմամարզական վարժ.,24,- չունի -,- չունի -,20,4,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Ա.Օզանյանի անվ. թիվ 5 հմ/դ,570,8,- չունի -,553,9,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 10 հմ/դ,133,- չունի -,2,110,21,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 3 հմ/դ,115,- չունի -,- չունի -,95,20,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 8 հմ/դ,449,- չունի -,- չունի -,442,7,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի թիվ 9 հմ/դ,60,3,- չունի -,50,7,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Մ.Սիլիկյանի անվ. թիվ 6 հմ/դ,191,1,- չունի -,181,9,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Ռ.Եղոյանի անվ. թիվ 1 ա/դ,303,2,- չունի -,288,13,- չունի -,- չունի -
Արմավիր,Արմավիր / Արմավիր,ք. Արմավիրի Վ.Բախշյանի անվ. թիվ 2 հմ/դ,192,1,- չունի -,189,2,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի Ա.Գոլեցյանի անվ. թիվ 1 հմ/դ,479,1,- չունի -,452,26,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի ա/դ,138,1,- չունի -,122,15,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի թիվ 3 հմ/դ,259,1,- չունի -,252,6,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի թիվ 4 հմ/դ,154,- չունի -,- չունի -,136,18,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի թիվ 5 հմ/դ,533,1,- չունի -,497,35,- չունի -,- չունի -
Արարատ,Արտաշատ / Արտաշատ,ք. Արտաշատի Հ.Թումանյանի անվ. թիվ 2 հմ/դ,282,3,- չունի -,256,23,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի թիվ 1 հմ/դ,125,1,- չունի -,123,1,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի թիվ 3 հմ/դ,185,- չունի -,- չունի -,182,2,1,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի թիվ 4 հմ/դ,37,- չունի -,- չունի -,36,1,- չունի -,- չունի -
Տավուշ,Տավուշ / Բերդ,ք. Բերդի Մ․ Սաղումյանի անվ ա/դ,74,1,- չունի -,72,1,- չունի -,- չունի -
Կոտայք,Բյուրեղավան / Բյուրեղավան,ք. Բյուրեղավանի հմ/դ,566,1,- չունի -,534,31,- չունի -,- չունի -
Կոտայք,Բյուրեղավան / Բյուրեղավան,ք. Բյուրեղավանի Ս.Վարդանյանի անվ. ա/դ,206,3,- չունի -,171,32,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի ա/դ,72,2,- չունի -,64,6,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի Գեորգի Մնացականյանի թիվ 7 մ/դ,137,- չունի -,- չունի -,135,2,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի թիվ 1 հմ/դ,131,1,- չունի -,127,3,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի թիվ 2 մ/դ,212,- չունի -,- չունի -,203,9,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի Հ. Թումանյանի անվ. թիվ 3 հմ/դ,105,- չունի -,- չունի -,102,3,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի հ․ 4 հմ/դ,233,1,- չունի -,231,1,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի հ․ 5 հմ/դ,128,- չունի -,- չունի -,114,14,- չունի -,- չունի -
Գեղարքունիք,Գավառ / Գավառ,ք. Գավառի Մ. Բունիաթյանի անվ. հ․ 8 մ/դ,108,- չունի -,- չունի -,107,1,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու ՀԱՊՀ Գյումրու մասնաճյուղի ավագ դպրոց,66,- չունի -,- չունի -,66,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու «Գյումրու տնտեսագիտական վարժարան»,447,3,- չունի -,440,4,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու «Պրոգրես» համ.-ի հենակ. միջնակարգ(լրիվ) ընդ./դ,25,- չունի -,- չունի -,25,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու Ակադեմիական վարժարան,266,2,- չունի -,261,3,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու Գ.Սարյանի անվ. թիվ 24 հմ/դ,69,- չունի -,- չունի -,67,2,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու Գր.Լուսավորիչի անվ. թիվ 31 հմ/դ,135,- չունի -,- չունի -,134,1,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 9 հմ/դ,96,- չունի -,- չունի -,94,2,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 1 ա/դ,133,- չունի -,- չունի -,131,2,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 10 հմ/դ,203,- չունի -,- չունի -,194,9,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 11 հմ/դ,444,2,- չունի -,426,16,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 15 հմ/դ,187,3,- չունի -,180,4,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 18 մ/դ,190,1,- չունի -,188,1,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 19 հմ/դ,148,2,- չունի -,143,3,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 20 հմ/դ,260,- չունի -,1,257,2,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 23 մ/դ,563,5,- չունի -,539,19,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 25 հմ/դ,338,- չունի -,- չունի -,336,2,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 26 ա/դ,68,- չունի -,- չունի -,67,1,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 27 մ/դ,134,- չունի -,- չունի -,131,3,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 28 հմ/դ,209,- չունի -,- չունի -,208,1,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 29 հմ/դ,122,1,- չունի -,106,15,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 30 հմ/դ,47,- չունի -,- չունի -,47,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,ք. Գյումրու թիվ 32 հմ/դ,160,- չունի -,- չունի -,159,1,- չունի -,- չունի -
